ID,Date,Day,"High Temp","Low Temp",Precipitation,"Brooklyn Bridge","Manhattan Bridge","Williamsburg Bridge","Queensboro Bridge",Total,ID,Date,Day,"High Temp","Low Temp",Precipitation,"Brooklyn Bridge","Manhattan Bridge","Williamsburg Bridge","Queensboro Bridge",Total
85,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
86,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
87,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
88,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
89,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
96,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
100,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
101,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
102,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
103,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
104,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
105,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
106,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
107,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
108,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
109,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
110,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
111,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
112,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
113,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
114,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
115,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
116,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
117,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
118,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
119,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
126,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
130,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
131,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
132,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
133,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
134,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
135,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
136,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
137,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
138,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
139,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
140,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
141,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
142,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
143,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
144,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
145,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
146,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
147,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
148,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
149,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
156,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
160,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
161,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
162,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
163,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
164,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
165,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
166,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
167,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
168,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
169,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
170,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
171,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
172,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
173,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
174,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
175,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
176,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
177,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
178,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
179,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
186,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
190,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
191,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
192,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
193,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
194,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
195,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
196,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
197,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
198,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
199,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
200,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
201,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
202,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
203,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
204,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
205,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
206,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
207,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
208,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
209,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,2,"2016-04-03 00:00:00","2016-04-03 00:00:00",39.9,34,0.09,526,1232,1695,1306,4759
6,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
10,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
11,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
12,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
13,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
14,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
15,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
16,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
17,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
18,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
19,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
20,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
21,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
22,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
23,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
24,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
25,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
26,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
27,"2016-04-28 00:00:00","2016-04-28 00:00:00",57.9,48,0,2486,4152,5336,3657,15631,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
28,"2016-04-29 00:00:00","2016-04-29 00:00:00",57,46.9,0.05,2375,4178,5053,3348,14954,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
29,"2016-04-30 00:00:00","2016-04-30 00:00:00",64,48,0,3199,4952,5675,3606,17432,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
36,"2016-04-07 00:00:00","2016-04-07 00:00:00",57,53.1,0.09,1276,2581,3282,2457,9596,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
40,"2016-04-11 00:00:00","2016-04-11 00:00:00",62.1,46,0.01,2005,3791,4334,3182,13312,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
41,"2016-04-12 00:00:00","2016-04-12 00:00:00",57,45,0.2,1045,2178,2762,2082,8067,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
42,"2016-04-13 00:00:00","2016-04-13 00:00:00",57,39.9,0,2840,5395,5995,4192,18422,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
43,"2016-04-14 00:00:00","2016-04-14 00:00:00",62.1,44.6,0,2861,5309,6030,4115,18315,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
44,"2016-04-15 00:00:00","2016-04-15 00:00:00",64,44.1,0,2770,5072,5816,3912,17570,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
45,"2016-04-16 00:00:00","2016-04-16 00:00:00",66,45,0,2384,4316,5624,4051,16375,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
46,"2016-04-17 00:00:00","2016-04-17 00:00:00",73.9,46,0,3147,4969,5867,4197,18180,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
47,"2016-04-18 00:00:00","2016-04-18 00:00:00",81,52,0,3871,6823,7432,4964,23090,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
48,"2016-04-19 00:00:00","2016-04-19 00:00:00",71.1,63,0,3501,6951,7834,5032,23318,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
49,"2016-04-20 00:00:00","2016-04-20 00:00:00",68,50,0,3450,6574,7639,4928,22591,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
50,"2016-04-21 00:00:00","2016-04-21 00:00:00",71.1,50,0,3436,6452,7426,4813,22127,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
51,"2016-04-22 00:00:00","2016-04-22 00:00:00",78.1,63,T,2975,4907,6093,3862,17837,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
52,"2016-04-23 00:00:00","2016-04-23 00:00:00",70,61,0.16,2055,3276,4856,3239,13426,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
53,"2016-04-24 00:00:00","2016-04-24 00:00:00",68,48,0,2798,4650,5335,3957,16740,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
54,"2016-04-25 00:00:00","2016-04-25 00:00:00",66.9,54,0,3463,5978,6845,4564,20850,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
55,"2016-04-26 00:00:00","2016-04-26 00:00:00",60.1,46.9,0.24,1997,3520,4559,2929,13005,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
56,"2016-04-27 00:00:00","2016-04-27 00:00:00",62.1,46.9,0,3343,5606,6577,4388,19914,3,"2016-04-04 00:00:00","2016-04-04 00:00:00",44.1,33.1,"0.47 (S)",521,1067,1440,1307,4335
